레벨,회사명,연락처,이메일,채널목록,URL
B,(주)마이쏜즈,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54194427&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)마이커머스,,hr@mycommerc.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54245171&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)매그니프,,"help@saramin.co.kr, sally@prohanzkorea.co.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53820474&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53820474&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53998326&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53998326&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206885&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16"
B,(주)메디테라피,,"help@saramin.co.kr, job@thefounders.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54012608&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54013568&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f"
B,(주)메타써치,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54204214&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259880&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,(주)바이잇,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214685&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)바이트랩,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54049509&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54180393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54213572&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270046&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f"
B,(주)바임,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259272&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)백그라운드,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234708&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234728&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54265855&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)버디네트웍스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54078070&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)베로스컨설팅그룹,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54211347&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)베스트이노베이션,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53760549&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,(주)부스터스,,hr@boosters.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54265960&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,(주)부스트랩,,"help@saramin.co.kr, job@thefounders.kr, recruit@boostlab.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53964779&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54138510&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149152&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149196&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149263&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54149294&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160982&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273011&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d"
B,(주)브이티코스메틱,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229163&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229175&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229234&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229243&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54229246&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54230883&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259568&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54259628&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,(주)사람인에이치에스,,"help@saramin.co.kr, syh@saraminhs.co.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53919121&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54245547&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,(주)셀로라,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160222&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160350&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160366&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161151&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161538&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)슬로우로켓,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54204268&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268240&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16"
B,(주)씨티케이이비전글로벌네트웍스,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059586&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059586&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)아렌시아,,"help@saramin.co.kr, job@thefounders.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53996891&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118980&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118998&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54119035&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54119095&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54217802&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54217824&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260042&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260080&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,(주)아워코퍼레이션,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207818&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,(주)에바커머스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54043692&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)에이비티아시아,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54077826&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,(주)에이스파트너스서치펌,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272610&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,(주)에이원비앤에이치,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53789867&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53991345&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,(주)에이치엘사이언스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53822162&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)엔엠에스컨설팅,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54241664&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,(주)오프온,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54116943&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
