국가,레벨,회사명,연락처,이메일,채널목록,URL
국내,B,(주) 비케이피,,"hr@pointnextion.com, jeonghun.choi@sinjimoru.com",사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041592&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주) 케인앤클루컨설팅,,president@canenclew.com,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272403&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1774e7cb-0c89-4efe-b9cc-62af66e0bff3, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272465&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1774e7cb-0c89-4efe-b9cc-62af66e0bff3"
국내,B,(주)360퍼스펙티브,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53982649&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=390dfe1a-2432-44c7-b102-eea7aa9eadc6
국내,B,(주)45스페이스,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53999583&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)HR컨설팅그룹,,,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130196&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130205&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130220&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1774e7cb-0c89-4efe-b9cc-62af66e0bff3, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130228&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54226370&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1774e7cb-0c89-4efe-b9cc-62af66e0bff3"
국내,B,(주)게비센,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54118696&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
국내,B,(주)골든웨일즈,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54021585&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)그래디언트,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272335&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)글로벌스카우트,,,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54255635&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54267374&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17"
국내,B,(주)글루가,,job@thefounders.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54124391&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc
국내,B,(주)김정문알로에,,job@thefounders.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54060925&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=4bce29ac-728f-4542-b186-32865fe0b8ae
국내,B,(주)남유에프엔씨,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54172388&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a
국내,B,(주)네스티,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54014945&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c4b8a36c-ed07-427c-a891-87f97e537053
국내,B,(주)네오미래,,,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039983&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039983&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=4bce29ac-728f-4542-b186-32865fe0b8ae"
국내,B,(주)넥스트플레이어,,"jeonghun.choi@sinjimoru.com, job@thefounders.kr, jyhan80@etude.co.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53854201&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1e3b524c-00ea-4d58-902c-22c7037d79aa, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53854201&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=26d8c910-4559-4592-ac7f-4e2a09a38184, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54090521&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n"
국내,B,(주)뉴트리원,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53809401&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=4bce29ac-728f-4542-b186-32865fe0b8ae
국내,B,(주)다솜인터내셔널,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53790128&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a
국내,B,(주)다인소재,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179105&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=001c86db-663b-43cb-afa0-75542cecda17
국내,B,(주)닷밀,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192759&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)닷츠코퍼레이션,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53903325&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a
국내,B,(주)더블유에스미디어,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54093172&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a
국내,B,(주)더스킨팩토리,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54223770&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=26d8c910-4559-4592-ac7f-4e2a09a38184
국내,B,(주)더아이엠,,jeonghun.choi@sinjimoru.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53863021&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1e3b524c-00ea-4d58-902c-22c7037d79aa
국내,B,(주)더엑시스,,,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54187951&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54188017&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=86aefdba-ee6a-471b-8f2b-5fc811bc2b2a"
국내,B,(주)더와이즈,,jeonghun.choi@sinjimoru.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54255428&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)더파운더즈,,job@thefounders.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53830284&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c4b8a36c-ed07-427c-a891-87f97e537053, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54147919&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=19bae321-8d85-45df-b36f-c95bbf6b49cc"
국내,B,(주)더퓨어랩,,,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54014873&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=390dfe1a-2432-44c7-b102-eea7aa9eadc6, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161369&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54178419&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54178585&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=f855a4aa-efe3-4ec0-b57c-186cdb4d2fea, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54202442&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=f855a4aa-efe3-4ec0-b57c-186cdb4d2fea"
국내,B,(주)더프레임리스,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54183496&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c4b8a36c-ed07-427c-a891-87f97e537053
국내,B,(주)더플러스인터렉티브,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54246481&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=26d8c910-4559-4592-ac7f-4e2a09a38184
국내,B,(주)데아드,,jeonghun.choi@sinjimoru.com,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53783110&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53940188&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n"
국내,B,(주)데이바이미,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54102290&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=c9a686d5-e80d-4c9c-bd45-effc7ba47ad9
국내,B,(주)데이지에스앤씨,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54158561&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=4bce29ac-728f-4542-b186-32865fe0b8ae
국내,B,(주)덱스터크레마,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105945&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)도도레이블,,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54027527&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
국내,B,(주)동구밭,,recruit@donggubat.com,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54017018&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=4bce29ac-728f-4542-b186-32865fe0b8ae
